Age,Marital,Default,Balance,Housing Loan,Personal Loan,Current Campaign,Churn
56,Single,1,44840,1,0,0,1
30,Divorced,1,79512,0,0,1,1
48,Divorced,0,36623,0,0,1,0
24,Divorced,1,61303,1,1,1,0
73,Married,1,44062,0,1,1,0
66,Divorced,1,54690,1,1,0,1
59,Single,1,75582,0,0,1,0
78,Divorced,0,96980,0,0,1,0
59,Divorced,1,21634,1,0,0,1
73,Married,0,2090,1,1,1,0
53,Married,1,43266,0,0,0,1
37,Single,1,28008,0,1,0,1
21,Married,0,85643,0,1,1,1
71,Divorced,0,56704,1,1,1,0
24,Married,0,60866,0,1,1,0
71,Single,1,6382,1,1,0,0
18,Divorced,0,45774,1,0,1,0
61,Single,1,72570,1,0,0,0
73,Married,0,72062,0,0,1,0
62,Married,0,87609,1,0,0,1
59,Single,1,44698,0,0,1,0
64,Divorced,0,-890,1,0,1,0
76,Married,0,79981,0,1,0,0
30,Married,1,-1614,0,0,1,0
72,Divorced,1,56513,1,1,1,0
39,Married,1,82120,1,1,0,1
71,Single,0,97987,0,1,1,0
38,Married,0,45801,0,1,1,0
39,Married,0,94085,1,1,0,0
45,Divorced,0,69857,1,0,1,0
26,Single,0,87976,0,0,0,0
43,Divorced,1,29566,0,0,1,1
26,Married,0,30521,1,1,1,0
32,Married,1,21798,0,0,0,1
27,Divorced,0,11565,1,0,1,0
41,Divorced,1,21027,1,1,0,1
75,Divorced,0,95631,1,1,0,1
74,Single,0,3631,1,0,1,0
78,Married,1,87865,0,1,0,1
59,Divorced,0,54878,1,1,1,0
25,Married,1,43206,1,1,0,1
41,Single,0,56582,0,0,1,0
33,Single,0,56334,0,1,1,0
66,Single,1,70323,1,1,0,1
43,Single,0,51619,1,1,1,0
44,Married,1,24875,1,1,1,0
54,Single,0,22514,1,1,1,0
21,Single,0,20580,1,0,0,0
67,Divorced,0,83827,1,0,1,0
41,Single,0,2288,0,1,1,0
36,Divorced,0,4734,0,1,0,0
53,Single,0,81000,1,0,1,0
77,Single,0,37008,0,0,0,0
56,Divorced,1,47349,0,1,0,1
27,Single,0,5814,1,1,1,0
42,Married,0,41154,0,0,0,0
35,Married,0,5851,0,1,1,0
36,Single,1,-400,1,1,1,0
53,Married,1,54614,1,0,1,0
27,Divorced,0,70402,1,0,0,1
50,Single,0,1692,0,0,0,0
72,Single,0,56027,1,0,1,0
67,Divorced,1,18373,0,1,1,0
22,Divorced,0,96636,1,1,0,1
64,Divorced,1,60805,1,1,1,0
66,Single,0,78383,1,1,0,1
52,Divorced,1,12507,1,0,0,0
61,Divorced,1,60931,0,0,1,1
51,Married,0,73499,0,1,1,0
50,Married,0,69642,1,1,1,0
72,Single,0,70869,0,1,0,0
38,Married,0,95449,1,0,0,1
34,Married,0,94819,1,0,0,1
39,Divorced,0,37423,0,0,0,0
65,Divorced,0,93351,0,1,1,0
54,Married,1,84120,1,1,0,1
32,Married,0,88918,1,1,1,0
52,Married,0,64600,1,0,0,0
45,Single,1,39848,0,1,0,1
24,Single,0,4820,1,0,1,0
49,Single,0,6512,1,1,0,0
28,Married,0,34725,1,1,1,0
27,Married,0,49534,1,0,0,0
26,Single,1,83151,1,0,1,0
31,Single,1,37776,1,1,0,1
30,Married,0,58945,0,0,0,1
78,Divorced,0,81420,1,0,1,0
74,Single,1,45455,1,0,1,0
79,Married,0,81488,0,0,1,0
42,Married,1,50433,0,0,0,1
19,Divorced,1,7711,1,1,0,0
52,Married,1,57262,0,1,0,1
24,Married,0,84009,1,1,0,1
38,Single,0,81785,0,1,0,1
35,Single,0,7597,0,0,0,0
20,Divorced,1,58067,1,1,1,0
59,Divorced,0,85520,0,0,0,1
71,Married,0,46022,1,1,0,1
78,Single,1,79924,0,1,1,0
56,Divorced,0,16782,1,0,1,0
58,Divorced,0,49782,0,1,1,0
66,Divorced,0,70144,1,1,1,0
28,Married,1,96651,1,1,1,0
56,Single,0,53013,1,1,0,0
41,Divorced,1,70036,1,1,0,1
77,Single,1,33342,0,1,1,0
63,Divorced,1,83745,1,1,1,0
36,Divorced,0,18977,0,0,0,0
21,Single,0,55396,0,1,1,0
43,Single,0,48021,1,1,0,0
55,Single,1,67057,1,1,0,1
59,Married,1,64836,0,1,1,0
49,Divorced,0,25075,0,1,0,1
56,Married,1,87515,0,1,0,1
62,Single,0,28802,1,0,0,0
63,Divorced,0,75761,1,1,0,0
53,Married,0,75017,0,1,1,1
57,Divorced,0,84753,0,0,1,0
54,Married,0,53822,0,0,1,0
50,Single,0,49603,1,1,1,0
53,Married,0,78291,0,1,1,0
20,Divorced,1,88450,0,1,0,1
26,Divorced,0,33592,0,0,0,0
25,Divorced,1,54006,0,0,0,1
50,Divorced,1,24269,1,1,0,1
76,Single,0,48138,0,1,1,0
23,Married,1,60398,1,0,1,0
58,Single,1,88091,1,0,0,1
56,Single,1,17874,0,0,1,0
21,Single,0,55228,1,0,0,0
30,Divorced,0,60670,0,1,0,0
66,Divorced,0,5925,0,0,1,0
77,Divorced,0,1107,0,0,1,0
19,Married,0,84388,0,1,1,0
77,Divorced,1,93719,0,0,0,1
22,Married,1,25617,1,1,1,0
61,Divorced,0,72258,1,0,0,0
44,Divorced,1,48075,0,1,1,0
49,Single,1,20631,1,0,0,1
38,Single,1,60444,0,1,1,0
25,Single,1,95158,1,1,0,1
55,Married,0,5883,1,0,0,0
25,Married,0,17708,0,1,1,0
67,Divorced,0,44221,1,1,0,0
20,Married,1,15197,1,0,1,0
71,Divorced,1,19134,1,1,1,0
61,Married,0,31550,0,1,1,0
78,Married,0,12642,1,0,0,0
75,Married,1,18439,1,0,1,0
20,Single,0,95779,1,1,0,1
39,Married,0,22583,1,1,1,0
23,Single,1,91885,1,1,1,0
19,Single,1,77538,1,1,0,1
40,Married,0,60014,1,1,0,0
61,Divorced,1,17523,1,0,1,0
19,Divorced,0,68543,1,1,0,1
55,Divorced,1,83971,0,0,1,1
34,Married,1,88629,1,0,0,1
52,Divorced,0,74830,1,0,0,0
51,Single,1,43538,1,0,1,0
40,Divorced,0,45310,1,1,0,0
47,Married,1,8908,1,1,1,0
69,Divorced,0,55290,0,1,1,0
25,Single,1,51634,0,0,0,1
39,Married,1,10699,0,0,1,0
61,Divorced,0,98169,0,1,0,1
75,Married,1,64912,1,0,0,1
53,Married,0,12255,1,1,1,0
22,Married,1,77183,1,0,0,1
30,Divorced,1,58282,0,0,1,0
46,Married,0,56249,0,0,1,0
48,Divorced,1,36176,0,0,0,1
64,Single,1,6163,0,0,0,0
74,Divorced,0,52210,1,0,1,0
72,Single,1,98280,1,0,1,0
33,Divorced,0,69979,0,1,1,0
59,Married,0,76860,1,1,0,0
79,Divorced,0,19143,0,0,0,1
47,Married,1,2920,0,0,1,0
74,Single,1,80911,0,1,0,1
72,Divorced,0,35996,0,0,1,0
33,Married,1,9748,1,1,0,0
29,Single,0,92071,1,1,1,0
34,Single,1,79251,0,1,1,0
33,Divorced,0,45252,0,1,1,0
29,Single,0,61179,1,1,1,0
25,Married,1,4450,1,0,1,0
37,Single,0,50756,0,0,1,0
20,Single,0,48235,0,1,0,0
33,Married,1,88546,0,0,1,1
47,Single,0,-1980,0,1,1,0
62,Single,0,78253,0,0,1,0
40,Single,1,7664,1,0,1,0
45,Single,0,64635,1,0,1,0
68,Married,0,21225,0,0,0,0
57,Single,0,66173,0,0,1,0
71,Married,0,83333,0,0,1,0
22,Single,0,38225,0,0,1,0
37,Single,0,8807,1,0,1,0
57,Single,0,81274,1,1,0,0
73,Single,0,4402,0,1,0,0
61,Married,1,2521,1,0,1,0
18,Married,0,61165,0,0,1,0
74,Married,0,6382,0,0,0,0
47,Divorced,1,13065,1,1,1,0
38,Single,0,83470,0,0,0,0
37,Single,0,12425,1,0,1,0
23,Married,0,11111,0,1,0,0
39,Divorced,0,38799,0,1,0,1
35,Single,0,51257,0,1,1,0
25,Married,0,59177,0,0,1,1
56,Single,1,79046,1,1,1,0
49,Single,1,35851,0,0,1,0
50,Married,1,6816,1,1,0,0
70,Married,1,75853,1,0,0,1
33,Single,1,175,0,0,1,0
29,Single,0,9341,1,0,0,0
55,Married,0,61908,0,1,1,0
69,Single,0,23654,1,0,1,0
51,Single,0,58895,1,0,1,0
78,Married,0,57696,0,0,0,1
31,Single,1,55889,0,1,1,0
53,Single,1,85144,1,0,0,0
50,Divorced,0,81115,0,0,1,0
40,Married,0,28194,0,0,0,1
67,Divorced,0,32837,1,0,0,0
62,Divorced,1,66894,1,1,0,1
19,Divorced,1,82358,0,0,0,1
58,Single,0,39576,1,1,1,0
38,Single,1,17727,0,1,0,0
19,Divorced,0,32579,0,0,0,1
44,Divorced,1,94554,1,1,1,0
74,Divorced,1,14555,0,1,0,1
26,Single,0,51294,1,1,1,0
18,Divorced,1,47777,0,0,0,1
28,Divorced,1,3906,0,1,1,0
20,Married,0,38751,0,1,0,0
69,Married,1,67599,1,0,0,1
79,Single,0,72180,1,0,0,0
40,Married,1,71678,0,1,0,1
43,Married,0,29644,1,1,1,0
21,Married,0,31521,1,1,0,0
35,Single,1,9564,0,0,1,0
72,Married,1,68640,1,1,1,0
23,Single,0,25299,1,0,1,0
52,Divorced,1,45958,1,1,1,0
39,Married,1,54078,0,1,0,1
60,Single,1,11421,0,0,0,1
32,Married,0,86747,1,1,0,1
39,Divorced,0,9202,0,0,0,1
77,Single,0,40185,1,1,0,0
54,Single,1,1685,0,0,0,1
69,Single,1,88197,1,0,1,0
59,Divorced,0,40637,0,1,1,0
29,Divorced,0,16366,1,0,0,0
64,Divorced,1,22276,0,1,0,1
66,Single,1,78946,1,0,0,1
59,Divorced,1,46239,0,0,1,0
55,Married,1,73214,0,0,0,1
35,Divorced,0,22575,0,1,0,0
62,Single,1,39401,1,0,0,0
52,Married,1,39230,1,0,1,0
47,Divorced,0,77424,1,0,1,0
41,Married,0,80263,0,1,0,1
59,Married,1,66617,1,1,1,0
47,Single,0,21021,0,0,1,0
31,Married,1,7449,0,0,1,0
23,Married,1,13657,0,1,0,1
20,Single,0,33059,1,0,0,1
33,Single,0,-468,0,0,1,0
24,Single,1,48805,1,0,1,0
69,Married,0,79551,1,0,1,0
31,Married,1,35756,0,0,0,1
26,Married,1,69880,1,0,1,0
32,Single,1,72642,0,1,1,0
38,Divorced,0,32206,0,0,0,0
52,Married,1,50168,1,0,1,0
19,Divorced,1,73188,0,1,1,0
44,Single,1,22550,0,1,0,0
19,Married,0,4389,0,1,1,0
52,Divorced,1,85897,1,1,1,0
35,Married,1,33847,1,0,1,0
31,Married,1,77239,1,1,1,1
37,Married,0,16642,0,0,0,0
35,Divorced,1,34509,0,1,0,1
27,Single,1,77417,1,1,0,1
42,Married,0,47237,1,1,1,0
19,Single,0,13414,1,0,0,0
42,Single,1,61176,1,1,0,1
78,Divorced,1,77865,1,1,1,1
71,Divorced,1,60059,0,1,0,1
50,Single,0,47150,1,0,1,0
53,Married,0,86367,0,0,1,0
48,Divorced,1,39091,0,1,1,0
31,Married,0,71124,0,0,0,1
18,Married,1,-1097,0,1,0,1
63,Married,1,52235,1,0,1,1
33,Single,0,56565,0,1,0,1
71,Married,1,53342,1,0,1,0
63,Single,0,40723,0,1,0,0
78,Single,0,33572,1,0,0,0
69,Married,1,15610,1,0,0,1
20,Married,0,32052,0,1,0,0
52,Married,1,96993,1,1,0,1
58,Married,0,85063,0,0,1,0
23,Single,1,35550,1,1,0,0
42,Married,1,52033,0,1,0,1
30,Married,1,27011,0,1,0,1
70,Single,0,32764,1,1,0,0
51,Divorced,1,95540,1,0,0,1
25,Divorced,0,51533,0,1,1,0
38,Single,0,22064,0,0,1,0
51,Divorced,0,47581,1,0,1,0
21,Single,0,26702,0,1,0,0
42,Married,0,83701,0,1,0,0
32,Married,1,6631,0,0,1,0
21,Divorced,0,85388,1,1,1,0
62,Married,1,68043,0,1,1,0
77,Divorced,1,64063,0,0,1,0
29,Divorced,0,26981,1,0,0,1
49,Married,1,33764,0,0,1,0
49,Married,1,99771,0,1,0,1
45,Divorced,0,48513,0,1,1,0
30,Married,1,97007,0,0,0,1
48,Single,0,64198,1,0,0,0
31,Married,0,22940,0,1,0,0
37,Married,0,69792,0,1,1,0
35,Single,1,26432,0,1,0,1
46,Married,1,6367,0,0,0,1
77,Married,1,23511,0,1,1,0
23,Divorced,1,6573,1,1,1,0
49,Married,0,13582,1,0,1,0
46,Married,0,3378,0,1,1,0
60,Single,1,63296,0,0,1,0
79,Divorced,0,11500,1,1,1,0
19,Divorced,1,63841,1,0,0,1
77,Divorced,0,19881,1,0,0,0
40,Married,0,68233,0,0,1,0
36,Divorced,0,49542,0,1,1,0
48,Single,0,63285,0,1,0,1
68,Divorced,0,57547,0,1,0,0
22,Single,1,60151,0,1,0,1
36,Divorced,1,5222,0,0,1,0
51,Divorced,0,5933,1,1,0,0
27,Single,1,81385,1,1,0,1
42,Divorced,0,87772,0,0,1,0
19,Divorced,0,96706,0,0,1,0
79,Divorced,0,76437,0,0,1,0
28,Married,0,4940,1,0,0,0
67,Single,1,82590,1,1,1,0
78,Divorced,0,57145,1,0,0,1
48,Single,1,41610,1,1,0,1
73,Single,0,55520,0,1,1,0
32,Single,0,2544,1,0,0,1
26,Divorced,1,88854,1,0,1,1
40,Divorced,0,52812,0,0,1,0
36,Single,0,69610,0,0,1,0
26,Married,1,49500,0,0,1,1
52,Single,1,37618,1,1,0,1
38,Married,1,97054,0,0,1,0
26,Single,0,23444,1,1,0,0
45,Single,0,83982,1,0,0,1
79,Single,1,92079,1,1,1,0
63,Divorced,1,54586,1,1,0,1
68,Married,0,22789,0,1,1,1
24,Married,0,-383,0,0,1,0
33,Single,1,98834,1,0,1,0
33,Divorced,1,1333,0,0,0,1
77,Divorced,1,38002,1,1,1,0
50,Married,1,61620,1,1,1,0
21,Divorced,0,85688,0,0,0,1
21,Married,0,87627,0,0,1,0
56,Married,0,-1489,1,1,1,0
57,Married,0,35850,0,1,1,0
34,Divorced,1,80172,1,0,1,0
54,Married,0,84053,0,0,1,0
56,Married,1,29786,1,0,1,0
77,Single,0,72356,1,1,0,0
69,Married,0,34244,0,1,1,0
46,Married,0,72714,0,0,1,0
69,Single,1,65261,1,0,1,0
53,Single,0,16477,0,0,1,0
77,Divorced,1,44533,0,0,0,1
55,Married,1,32469,1,0,1,0
56,Divorced,0,6496,1,1,0,0
67,Divorced,1,10270,0,0,1,0
54,Single,0,74008,0,1,1,0
69,Divorced,1,18724,1,1,0,0
79,Married,0,28416,1,1,0,0
78,Single,1,33575,1,1,1,0
52,Married,1,79190,1,1,1,0
24,Married,0,74614,1,1,1,0
44,Single,0,91566,1,1,1,0
45,Married,0,71108,1,1,1,0
39,Single,0,15408,1,0,1,0
31,Married,1,17359,0,0,0,1
24,Single,1,6698,0,0,1,0
54,Divorced,1,68392,0,0,1,1
78,Married,1,91063,1,0,1,1
39,Single,0,37492,0,1,0,1
22,Married,1,72781,1,1,0,1
79,Married,0,41634,0,1,0,1
72,Married,1,40864,1,1,1,0
19,Single,0,92482,1,1,0,0
79,Divorced,0,35355,0,0,1,0
44,Divorced,0,35690,1,0,1,0
38,Divorced,0,35814,0,1,1,0
71,Single,0,29645,0,0,1,0
55,Divorced,1,82814,0,0,1,1
32,Single,0,70739,0,0,1,0
38,Married,1,54630,0,0,1,0
27,Married,1,46171,0,0,0,1
40,Divorced,0,19658,0,1,0,1
75,Single,1,13797,0,0,0,1
73,Married,1,56799,0,0,1,0
56,Single,1,96342,1,1,0,1
22,Single,0,94494,1,1,1,0
18,Married,0,50236,0,1,0,1
30,Single,0,4265,1,1,0,0
38,Married,0,70134,1,1,1,0
43,Married,1,98719,0,1,0,1
67,Married,1,80678,0,1,1,0
62,Single,1,51494,1,1,0,1
38,Married,1,50268,0,0,0,1
70,Single,1,24998,0,1,0,1
35,Married,1,89426,0,1,1,0
54,Married,0,92414,1,0,1,0
62,Divorced,1,59339,0,1,0,1
49,Divorced,1,12306,1,1,0,1
53,Divorced,1,62006,0,1,1,0
34,Single,0,45345,0,1,0,0
52,Single,1,9885,1,0,0,1
66,Married,1,41826,0,0,1,0
77,Married,0,53597,1,1,0,1
28,Married,1,5443,1,0,0,1
38,Married,0,95375,0,0,1,0
69,Single,0,15084,0,0,1,0
72,Married,1,87447,1,0,1,0
70,Married,1,2383,1,0,1,0
43,Divorced,0,90313,0,0,0,1
79,Married,1,32361,0,1,1,0
21,Married,1,78294,0,1,1,0
51,Married,0,59331,0,0,0,1
69,Single,0,93057,0,0,1,0
65,Divorced,1,18529,1,0,1,0
77,Married,0,56574,1,1,0,0
35,Married,1,86627,1,1,1,1
57,Divorced,1,94917,1,1,1,0
52,Married,1,98916,0,1,0,1
58,Single,1,28932,1,1,1,0
46,Married,0,-92,0,1,1,0
69,Single,1,28358,0,0,0,1
46,Single,0,28412,0,1,0,0
55,Married,1,81710,0,1,1,1
59,Divorced,1,79032,0,1,1,1
38,Single,0,928,1,0,1,0
59,Divorced,1,63158,0,1,0,1
30,Married,0,28632,0,0,1,0
66,Single,0,30309,0,0,1,0
58,Married,1,7280,1,1,0,0
34,Divorced,1,38449,0,1,1,0
73,Married,1,85171,0,1,1,0
26,Married,1,24957,0,0,1,1
58,Single,0,34895,1,1,0,0
18,Married,1,68499,0,0,0,1
19,Married,1,91057,1,0,1,0
77,Married,1,96151,1,1,1,0
65,Single,1,19695,0,1,0,0
46,Divorced,1,72893,1,1,1,0
50,Divorced,0,61123,1,0,0,0
27,Married,1,23176,0,1,0,1
67,Single,0,16409,0,0,0,0
75,Married,1,54967,0,1,0,1
77,Divorced,1,-1013,0,0,0,1
57,Single,1,52462,1,1,1,0
38,Divorced,0,65501,1,1,0,0
45,Divorced,1,94854,0,0,1,1
28,Single,0,24015,0,0,1,0
72,Single,0,92727,0,1,1,0
51,Married,1,64404,1,0,0,1
25,Married,0,48281,0,0,1,0
76,Divorced,1,35146,1,0,1,0
39,Single,1,46231,1,0,1,0
25,Single,0,27032,1,1,0,0
66,Married,1,26305,1,0,1,0
32,Divorced,1,52306,0,1,0,1
34,Divorced,0,86176,0,1,0,1
77,Married,0,16318,0,1,1,0
40,Single,0,11246,1,0,1,0
41,Married,0,31844,1,1,0,1
62,Married,0,30602,0,1,0,1
36,Married,0,19584,1,1,1,0
22,Married,1,13169,1,1,1,0
49,Single,0,23968,1,1,1,0
61,Married,0,4385,0,0,1,0
18,Single,1,71758,0,1,1,0
40,Married,1,23444,0,0,0,0
54,Divorced,0,60497,1,1,0,1
25,Single,0,3362,0,1,0,0
30,Divorced,1,97254,0,0,0,1
25,Married,0,6250,0,0,0,0
74,Married,0,66354,1,1,1,0
40,Married,1,34368,1,1,0,0
60,Single,0,42109,1,1,1,0
18,Divorced,1,78589,1,1,0,1
62,Single,0,55645,1,1,0,0
68,Single,1,54997,0,0,1,0
41,Married,1,25426,0,1,0,1
52,Divorced,1,37023,1,1,0,1
41,Married,0,57267,1,0,0,0
34,Single,1,22892,0,0,0,0
22,Married,0,57232,1,1,1,0
37,Divorced,1,92897,1,0,0,1
38,Married,1,57225,1,0,0,1
57,Divorced,1,14007,1,0,0,1
75,Divorced,0,77777,1,1,0,1
48,Married,0,42858,0,1,0,0
63,Single,1,43073,0,1,0,0
53,Married,0,87438,1,0,0,1
28,Single,0,88042,1,1,0,1
69,Single,0,81098,0,1,1,0
32,Married,1,18239,1,0,1,0
36,Single,0,60969,0,1,1,0
24,Single,1,11065,1,0,0,0
68,Married,1,39291,0,0,0,1
45,Married,1,36805,0,0,1,0
68,Married,0,96831,1,0,1,0
60,Single,1,16443,1,1,1,0
75,Divorced,0,7290,0,1,1,0
22,Single,0,-1789,1,1,0,0
22,Divorced,1,81634,0,0,1,0
47,Married,1,17072,1,1,0,1
71,Divorced,1,41290,1,1,1,0
49,Married,0,83186,1,0,0,0
25,Married,0,13115,0,0,0,0
27,Divorced,1,3149,0,1,0,1
55,Married,1,39992,1,0,0,1
64,Divorced,0,15716,0,1,1,0
49,Married,0,95724,1,0,0,1
65,Single,1,11621,0,0,0,1
45,Single,0,4820,1,1,1,0
34,Married,0,40800,0,0,1,0
48,Married,0,53043,0,0,1,0
25,Divorced,0,28399,0,0,1,0
57,Single,0,12002,0,1,0,0
42,Divorced,0,41098,0,1,1,0
26,Married,1,43511,0,1,0,1
19,Married,0,51243,1,0,1,0
32,Divorced,1,26750,1,0,0,1
67,Married,1,89610,0,0,1,1
20,Single,0,15310,1,0,1,0
66,Divorced,1,53398,0,1,1,0
53,Single,1,80542,1,1,1,0
79,Single,1,73207,1,0,0,1
21,Single,0,42345,1,1,1,0
31,Divorced,1,91430,1,1,0,1
58,Married,0,89729,0,1,0,1
58,Single,1,49843,1,0,1,0
42,Single,1,8222,1,1,1,0
75,Single,1,87322,1,1,0,1
72,Married,1,29509,0,1,0,0
79,Married,0,-1614,1,1,0,0
67,Divorced,1,62334,0,1,0,1
27,Married,1,65170,0,0,0,1
38,Divorced,0,38878,1,1,1,0
53,Divorced,0,67669,0,1,1,0
29,Divorced,0,36349,1,0,0,1
44,Divorced,1,98271,1,1,1,0
57,Divorced,0,19952,1,0,0,1
19,Single,0,88352,1,0,1,0
71,Married,0,19529,1,0,0,0
30,Single,0,69303,1,0,1,0
70,Divorced,0,39521,1,1,1,0
49,Married,0,16383,0,1,0,0
48,Single,1,2901,0,0,1,0
33,Single,0,40889,1,1,0,0
49,Divorced,1,12633,1,0,0,1
49,Single,0,60244,0,1,1,0
77,Single,0,17163,1,1,0,0
51,Single,0,57019,0,0,1,0
28,Single,1,8707,0,1,1,0
27,Single,0,86112,1,0,0,1
32,Divorced,0,81597,1,1,1,0
34,Divorced,0,43101,0,1,0,1
57,Single,0,42706,0,1,0,0
35,Divorced,1,75084,1,0,1,0
72,Divorced,1,13115,1,0,0,0
26,Married,1,73379,0,0,1,0
42,Single,1,37979,0,1,1,0
57,Divorced,1,38641,0,0,0,1
76,Divorced,0,67377,1,0,1,0
31,Single,0,4416,1,0,0,1
77,Married,0,8633,1,1,0,0
75,Single,1,-1406,0,1,0,1
42,Married,0,12393,0,1,0,0
67,Single,1,33380,1,1,1,0
39,Single,0,43056,0,0,0,0
69,Single,1,86279,0,1,0,1
47,Single,0,95507,0,0,0,0
37,Married,0,2861,0,1,1,0
38,Married,0,34126,0,0,1,0
61,Divorced,0,78382,1,0,0,1
49,Single,1,89713,1,1,1,0
68,Married,0,31682,1,0,1,0
63,Married,0,16228,1,0,0,1
66,Married,0,98299,1,0,0,1
73,Single,1,22009,0,0,1,0
38,Divorced,0,-1906,0,1,1,0
52,Married,0,78636,0,1,1,0
75,Single,0,50221,1,0,0,1
49,Married,0,96453,0,1,1,0
47,Married,0,15430,0,0,1,0
72,Divorced,1,33571,0,0,1,0
56,Married,1,52486,1,1,1,0
66,Married,1,88510,0,0,0,1
29,Single,0,94665,0,1,0,1
58,Single,1,60294,1,0,0,1
64,Divorced,0,18860,1,1,1,0
35,Single,0,70812,0,1,0,0
38,Single,0,64087,1,0,1,0
30,Divorced,0,6486,0,1,1,0
79,Married,1,81063,1,0,0,0
38,Divorced,1,47607,0,1,1,0
79,Single,1,7745,0,0,1,0
25,Divorced,0,76533,1,1,1,0
63,Married,1,16330,1,1,0,0
57,Divorced,1,38078,1,1,0,1
63,Single,0,53332,1,0,0,0
24,Single,1,52532,0,1,0,1
40,Divorced,0,88365,1,0,0,0
61,Married,1,41336,0,1,0,1
49,Divorced,1,6070,0,1,0,1
28,Married,1,-680,0,0,0,0
39,Married,0,87043,1,1,0,0
39,Divorced,1,36921,0,0,0,0
60,Married,1,4589,0,0,1,0
42,Single,1,62409,1,0,0,1
39,Divorced,1,90995,0,0,1,0
45,Married,0,13589,0,0,1,0
46,Single,0,34375,0,1,0,0
30,Divorced,1,41085,1,0,0,1
35,Single,1,58840,0,1,1,0
19,Single,1,41200,0,0,0,1
46,Single,0,96704,0,0,0,0
38,Married,1,24732,1,1,1,0
32,Divorced,1,95047,1,1,0,1
69,Divorced,0,20426,1,0,0,0
44,Married,0,28982,0,0,1,0
67,Divorced,0,57720,0,1,1,0
48,Single,1,14746,0,1,1,0
32,Divorced,0,26514,0,0,0,0
68,Married,0,62889,0,0,1,0
40,Single,1,1851,1,0,0,0
41,Married,0,17796,0,1,0,1
61,Single,1,74034,0,0,0,1
30,Single,1,60798,1,1,1,0
39,Divorced,0,96388,1,1,0,1
60,Single,1,60985,0,0,0,0
54,Married,0,32592,1,0,1,0
78,Divorced,0,42845,1,1,1,0
50,Married,0,13930,1,0,0,1
73,Single,1,19159,0,0,1,0
20,Married,0,93072,1,1,0,0
71,Married,1,87788,0,0,0,1
36,Single,1,22003,1,1,0,1
40,Divorced,1,33139,0,1,1,0
46,Married,0,50452,0,0,1,0
47,Single,1,20205,0,1,0,0
56,Divorced,1,94059,1,1,0,1
61,Divorced,0,54955,1,0,0,1
64,Divorced,0,5464,1,1,0,0
42,Married,1,80646,0,0,1,0
54,Married,1,70657,1,1,1,0
64,Married,0,7840,1,1,1,0
25,Divorced,1,38768,0,1,1,0
59,Married,1,7461,1,1,1,0
75,Single,1,18927,0,1,0,1
33,Married,1,87934,1,1,1,0
25,Married,0,96622,0,1,0,1
18,Divorced,1,13329,0,0,0,1
61,Married,0,13791,1,1,1,0
22,Single,1,50627,0,0,1,0
20,Divorced,0,12372,1,1,0,0
18,Single,1,90890,1,1,0,1
21,Divorced,0,46469,1,0,0,1
57,Divorced,1,85073,1,0,1,1
52,Married,0,32370,0,0,1,0
49,Single,1,49408,0,1,1,0
59,Divorced,1,88941,0,0,1,1
51,Married,0,21703,1,1,0,0
60,Divorced,0,13234,1,1,1,0
42,Divorced,0,5532,0,0,0,0
27,Divorced,0,33416,0,1,1,0
38,Divorced,0,70439,1,0,1,0
63,Divorced,1,16242,1,0,1,0
56,Divorced,0,48254,1,0,0,1
44,Married,0,77324,0,0,0,1
44,Divorced,1,33249,1,1,1,0
19,Single,0,98124,0,1,0,0
58,Married,0,93049,1,0,0,1
65,Single,0,83078,0,0,1,0
30,Divorced,1,30294,1,1,1,0
26,Single,0,57784,0,1,0,0
69,Divorced,1,1684,0,0,1,0
53,Divorced,1,21795,0,1,0,1
39,Married,0,58301,1,1,0,0
59,Married,1,67187,0,1,1,0
43,Divorced,0,8431,0,1,0,0
75,Married,0,73667,1,0,1,0
71,Single,0,87627,0,1,0,0
29,Married,0,88381,0,0,0,1
34,Married,0,88027,1,0,0,1
31,Single,1,53372,0,0,0,1
31,Married,1,68366,1,1,0,1
74,Divorced,1,92176,0,1,0,1
51,Single,1,70870,1,0,1,1
70,Divorced,0,45387,0,1,0,1
74,Single,0,50927,0,0,0,0
37,Divorced,1,7304,0,0,0,1
28,Divorced,0,15032,1,1,1,0
33,Married,1,89291,0,1,0,1
68,Divorced,1,57486,0,1,0,1
48,Married,1,63552,1,0,0,1
72,Single,1,71844,1,0,1,0
23,Divorced,0,27654,1,1,1,0
73,Divorced,0,37244,0,0,1,0
36,Single,1,3942,0,0,0,0
54,Single,1,48697,0,0,0,1
75,Divorced,1,693,1,1,0,0
21,Single,1,54751,1,1,1,0
64,Married,1,79098,0,1,0,1
78,Single,0,4259,0,0,1,0
21,Single,1,2942,1,1,1,0
37,Divorced,1,45419,1,0,0,1
27,Married,0,54105,1,0,0,1
41,Single,0,63907,0,0,1,0
71,Married,0,25383,1,1,0,0
52,Married,0,21404,1,0,1,0
43,Married,0,70656,1,1,1,1
54,Divorced,0,3702,1,0,0,0
55,Single,0,71883,0,1,0,1
38,Divorced,0,98965,1,1,0,1
71,Single,0,54332,0,1,0,0
57,Single,1,37419,0,1,0,1
56,Divorced,0,88576,1,1,0,1
38,Married,1,86078,1,1,0,1
27,Married,1,71844,0,1,1,0
55,Single,1,37242,1,1,0,1
63,Divorced,1,32142,0,0,0,1
